Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen801
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen801
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen801:118761] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1612556763.492658] [lassen801:118761:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen801:118761] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen801:118761] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.1, s0 -7.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 2.856253464975275e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:330: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        2.5e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=2.5e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=8.4734 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=844.125
step.max=449 | t_sim.max=0.00011225 | t_step.max=1.09945 | min_pressure=95.218 | max_pressure=477.895 | min_temperature=288.282 | max_temperature=458.713 | memory_usage.max=1622.62
step.max=450 | t_sim.max=0.0001125 | t_step.max=1.21546 | min_pressure=95.6047 | max_pressure=477.88 | min_temperature=287.103 | max_temperature=458.709 | memory_usage.max=1622.62
step.max=451 | t_sim.max=0.00011275 | t_step.max=1.0994 | min_pressure=96.8692 | max_pressure=477.865 | min_temperature=286.797 | max_temperature=458.706 | memory_usage.max=1630.75
step.max=452 | t_sim.max=0.000113 | t_step.max=1.09956 | min_pressure=97.8042 | max_pressure=477.85 | min_temperature=287.86 | max_temperature=458.702 | memory_usage.max=1630.75
step.max=453 | t_sim.max=0.00011325 | t_step.max=1.09995 | min_pressure=97.0166 | max_pressure=477.835 | min_temperature=290.715 | max_temperature=458.699 | memory_usage.max=1630.75
step.max=454 | t_sim.max=0.0001135 | t_step.max=1.10033 | min_pressure=96.2205 | max_pressure=477.82 | min_temperature=292.487 | max_temperature=458.695 | memory_usage.max=1630.75
step.max=455 | t_sim.max=0.00011375 | t_step.max=1.10023 | min_pressure=95.5133 | max_pressure=477.805 | min_temperature=290.771 | max_temperature=458.692 | memory_usage.max=1634.88
step.max=456 | t_sim.max=0.000114 | t_step.max=1.09922 | min_pressure=95.0398 | max_pressure=477.79 | min_temperature=289.014 | max_temperature=458.688 | memory_usage.max=1634.88
step.max=457 | t_sim.max=0.00011425 | t_step.max=1.09918 | min_pressure=94.9984 | max_pressure=477.775 | min_temperature=287.467 | max_temperature=458.685 | memory_usage.max=1638.56
step.max=458 | t_sim.max=0.0001145 | t_step.max=1.09967 | min_pressure=95.6434 | max_pressure=477.76 | min_temperature=286.498 | max_temperature=458.682 | memory_usage.max=1638.56
step.max=459 | t_sim.max=0.00011475 | t_step.max=1.10028 | min_pressure=97.298 | max_pressure=477.745 | min_temperature=286.603 | max_temperature=458.678 | memory_usage.max=1638.56
step.max=460 | t_sim.max=0.000115 | t_step.max=1.10024 | min_pressure=97.3722 | max_pressure=477.73 | min_temperature=288.281 | max_temperature=458.675 | memory_usage.max=1642.69
step.max=461 | t_sim.max=0.00011525 | t_step.max=1.09977 | min_pressure=96.5518 | max_pressure=477.715 | min_temperature=291.912 | max_temperature=458.671 | memory_usage.max=1642.69
step.max=462 | t_sim.max=0.0001155 | t_step.max=1.09908 | min_pressure=95.7503 | max_pressure=477.7 | min_temperature=291.69 | max_temperature=458.668 | memory_usage.max=1642.69
step.max=463 | t_sim.max=0.00011575 | t_step.max=1.09966 | min_pressure=95.0836 | max_pressure=477.685 | min_temperature=289.891 | max_temperature=458.664 | memory_usage.max=1646.81
step.max=464 | t_sim.max=0.000116 | t_step.max=1.09924 | min_pressure=94.718 | max_pressure=477.671 | min_temperature=288.127 | max_temperature=458.661 | memory_usage.max=1646.81
step.max=465 | t_sim.max=0.00011625 | t_step.max=1.09969 | min_pressure=94.8766 | max_pressure=477.656 | min_temperature=286.698 | max_temperature=458.658 | memory_usage.max=1646.81
step.max=466 | t_sim.max=0.0001165 | t_step.max=1.10071 | min_pressure=95.84 | max_pressure=477.641 | min_temperature=286.026 | max_temperature=458.654 | memory_usage.max=1648.75
step.max=467 | t_sim.max=0.00011675 | t_step.max=1.10084 | min_pressure=97.7324 | max_pressure=477.626 | min_temperature=286.65 | max_temperature=458.651 | memory_usage.max=1648.75
step.max=468 | t_sim.max=0.000117 | t_step.max=1.10012 | min_pressure=96.9202 | max_pressure=477.612 | min_temperature=289.045 | max_temperature=458.647 | memory_usage.max=1652.88
step.max=469 | t_sim.max=0.00011725 | t_step.max=1.10014 | min_pressure=96.0755 | max_pressure=477.597 | min_temperature=292.592 | max_temperature=458.644 | memory_usage.max=1652.88
step.max=470 | t_sim.max=0.0001175 | t_step.max=1.10006 | min_pressure=95.2853 | max_pressure=477.582 | min_temperature=290.833 | max_temperature=458.641 | memory_usage.max=1652.88
step.max=471 | t_sim.max=0.00011775 | t_step.max=1.10667 | min_pressure=94.6859 | max_pressure=477.568 | min_temperature=288.975 | max_temperature=458.637 | memory_usage.max=1657
step.max=472 | t_sim.max=0.000118 | t_step.max=1.10026 | min_pressure=94.4676 | max_pressure=477.553 | min_temperature=287.25 | max_temperature=458.634 | memory_usage.max=1659.38
step.max=473 | t_sim.max=0.00011825 | t_step.max=1.10081 | min_pressure=94.8791 | max_pressure=477.538 | min_temperature=286.012 | max_temperature=458.631 | memory_usage.max=1661
step.max=474 | t_sim.max=0.0001185 | t_step.max=1.10073 | min_pressure=96.2312 | max_pressure=477.524 | min_temperature=285.741 | max_temperature=458.627 | memory_usage.max=1661
step.max=475 | t_sim.max=0.00011875 | t_step.max=1.10069 | min_pressure=97.3003 | max_pressure=477.509 | min_temperature=286.995 | max_temperature=458.624 | memory_usage.max=1661
step.max=476 | t_sim.max=0.000119 | t_step.max=1.1001 | min_pressure=96.45 | max_pressure=477.495 | min_temperature=290.206 | max_temperature=458.621 | memory_usage.max=1665
step.max=477 | t_sim.max=0.00011925 | t_step.max=1.10004 | min_pressure=95.593 | max_pressure=477.48 | min_temperature=291.779 | max_temperature=458.617 | memory_usage.max=1665
step.max=478 | t_sim.max=0.0001195 | t_step.max=1.10257 | min_pressure=94.8354 | max_pressure=477.466 | min_temperature=289.922 | max_temperature=458.614 | memory_usage.max=1665
step.max=479 | t_sim.max=0.00011975 | t_step.max=1.10012 | min_pressure=94.3363 | max_pressure=477.451 | min_temperature=288.039 | max_temperature=458.611 | memory_usage.max=1669.12
step.max=480 | t_sim.max=0.00012 | t_step.max=1.10006 | min_pressure=94.3118 | max_pressure=477.437 | min_temperature=286.413 | max_temperature=458.608 | memory_usage.max=1669.12
step.max=481 | t_sim.max=0.00012025 | t_step.max=1.0995 | min_pressure=95.0367 | max_pressure=477.422 | min_temperature=285.454 | max_temperature=458.604 | memory_usage.max=1672.69
step.max=482 | t_sim.max=0.0001205 | t_step.max=1.10001 | min_pressure=96.8563 | max_pressure=477.408 | min_temperature=285.702 | max_temperature=458.601 | memory_usage.max=1672.69
step.max=483 | t_sim.max=0.00012075 | t_step.max=1.09993 | min_pressure=96.8451 | max_pressure=477.393 | min_temperature=287.697 | max_temperature=458.598 | memory_usage.max=1672.69
step.max=484 | t_sim.max=0.000121 | t_step.max=1.0999 | min_pressure=95.9649 | max_pressure=477.379 | min_temperature=291.809 | max_temperature=458.595 | memory_usage.max=1676.75
step.max=485 | t_sim.max=0.00012125 | t_step.max=1.11494 | min_pressure=95.1118 | max_pressure=477.365 | min_temperature=290.9 | max_temperature=458.591 | memory_usage.max=1676.75
step.max=486 | t_sim.max=0.0001215 | t_step.max=1.10031 | min_pressure=94.4139 | max_pressure=477.35 | min_temperature=288.968 | max_temperature=458.588 | memory_usage.max=1680.12
step.max=487 | t_sim.max=0.00012175 | t_step.max=1.09914 | min_pressure=94.0548 | max_pressure=477.336 | min_temperature=287.105 | max_temperature=458.585 | memory_usage.max=1682.44
step.max=488 | t_sim.max=0.000122 | t_step.max=1.09936 | min_pressure=94.2783 | max_pressure=477.322 | min_temperature=285.653 | max_temperature=458.582 | memory_usage.max=1682.88
step.max=489 | t_sim.max=0.00012225 | t_step.max=1.10009 | min_pressure=95.3877 | max_pressure=477.307 | min_temperature=285.08 | max_temperature=458.578 | memory_usage.max=1685.94
step.max=490 | t_sim.max=0.0001225 | t_step.max=1.09981 | min_pressure=97.2408 | max_pressure=477.293 | min_temperature=285.968 | max_temperature=458.575 | memory_usage.max=1685.94
step.max=491 | t_sim.max=0.00012275 | t_step.max=1.09986 | min_pressure=96.3687 | max_pressure=477.279 | min_temperature=288.811 | max_temperature=458.572 | memory_usage.max=1685.94
step.max=492 | t_sim.max=0.000123 | t_step.max=1.0993 | min_pressure=95.4701 | max_pressure=477.265 | min_temperature=291.858 | max_temperature=458.569 | memory_usage.max=1690
step.max=493 | t_sim.max=0.00012325 | t_step.max=1.09963 | min_pressure=94.6423 | max_pressure=477.251 | min_temperature=289.961 | max_temperature=458.565 | memory_usage.max=1690
step.max=494 | t_sim.max=0.0001235 | t_step.max=1.09922 | min_pressure=94.0374 | max_pressure=477.236 | min_temperature=287.986 | max_temperature=458.562 | memory_usage.max=1690
step.max=495 | t_sim.max=0.00012375 | t_step.max=1.09967 | min_pressure=93.8658 | max_pressure=477.222 | min_temperature=286.204 | max_temperature=458.559 | memory_usage.max=1694.12
step.max=496 | t_sim.max=0.000124 | t_step.max=1.09935 | min_pressure=94.3997 | max_pressure=477.208 | min_temperature=285.017 | max_temperature=458.556 | memory_usage.max=1694.12
step.max=497 | t_sim.max=0.00012425 | t_step.max=1.09991 | min_pressure=95.9724 | max_pressure=477.194 | min_temperature=284.95 | max_temperature=458.553 | memory_usage.max=1697.81
step.max=498 | t_sim.max=0.0001245 | t_step.max=1.09973 | min_pressure=96.7818 | max_pressure=477.18 | min_temperature=286.602 | max_temperature=458.55 | memory_usage.max=1697.81
step.max=499 | t_sim.max=0.00012475 | t_step.max=1.09973 | min_pressure=95.8746 | max_pressure=477.166 | min_temperature=290.389 | max_temperature=458.546 | memory_usage.max=1697.81
step.max=500 | t_sim.max=0.000125 | t_step.max=1.2162 | min_pressure=94.9736 | max_pressure=477.152 | min_temperature=290.959 | max_temperature=458.543 | memory_usage.max=1701.94
step.max=501 | t_sim.max=0.00012525 | t_step.max=1.09966 | min_pressure=94.1983 | max_pressure=477.138 | min_temperature=288.972 | max_temperature=458.54 | memory_usage.max=1706.88
step.max=502 | t_sim.max=0.0001255 | t_step.max=1.09886 | min_pressure=93.7268 | max_pressure=477.124 | min_temperature=287.001 | max_temperature=458.537 | memory_usage.max=1711
step.max=503 | t_sim.max=0.00012575 | t_step.max=1.09925 | min_pressure=93.7982 | max_pressure=477.11 | min_temperature=285.377 | max_temperature=458.534 | memory_usage.max=1711
step.max=504 | t_sim.max=0.000126 | t_step.max=1.10046 | min_pressure=94.7123 | max_pressure=477.096 | min_temperature=284.56 | max_temperature=458.531 | memory_usage.max=1711
step.max=505 | t_sim.max=0.00012625 | t_step.max=1.09969 | min_pressure=96.8402 | max_pressure=477.082 | min_temperature=285.14 | max_temperature=458.528 | memory_usage.max=1711
step.max=506 | t_sim.max=0.0001265 | t_step.max=1.09965 | min_pressure=96.2995 | max_pressure=477.068 | min_temperature=287.668 | max_temperature=458.524 | memory_usage.max=1714.06
step.max=507 | t_sim.max=0.00012675 | t_step.max=1.10003 | min_pressure=95.3688 | max_pressure=477.054 | min_temperature=291.923 | max_temperature=458.521 | memory_usage.max=1714.06
step.max=508 | t_sim.max=0.000127 | t_step.max=1.10011 | min_pressure=94.4866 | max_pressure=477.04 | min_temperature=289.996 | max_temperature=458.518 | memory_usage.max=1714.06
step.max=509 | t_sim.max=0.00012725 | t_step.max=1.10711 | min_pressure=93.7974 | max_pressure=477.026 | min_temperature=287.951 | max_temperature=458.515 | memory_usage.max=1718.19
step.max=510 | t_sim.max=0.0001275 | t_step.max=1.10025 | min_pressure=93.5075 | max_pressure=477.012 | min_temperature=286.044 | max_temperature=458.512 | memory_usage.max=1721.25
step.max=511 | t_sim.max=0.00012775 | t_step.max=1.10018 | min_pressure=93.8859 | max_pressure=476.998 | min_temperature=284.671 | max_temperature=458.509 | memory_usage.max=1721.25
step.max=512 | t_sim.max=0.000128 | t_step.max=1.1001 | min_pressure=95.262 | max_pressure=476.984 | min_temperature=284.353 | max_temperature=458.506 | memory_usage.max=1723
step.max=513 | t_sim.max=0.00012825 | t_step.max=1.09993 | min_pressure=96.7253 | max_pressure=476.97 | min_temperature=285.711 | max_temperature=458.503 | memory_usage.max=1723
step.max=514 | t_sim.max=0.0001285 | t_step.max=1.0998 | min_pressure=95.7977 | max_pressure=476.957 | min_temperature=289.218 | max_temperature=458.5 | memory_usage.max=1724.62
step.max=515 | t_sim.max=0.00012875 | t_step.max=1.09997 | min_pressure=94.8593 | max_pressure=476.943 | min_temperature=291.007 | max_temperature=458.497 | memory_usage.max=1724.62
step.max=516 | t_sim.max=0.000129 | t_step.max=1.09978 | min_pressure=94.0227 | max_pressure=476.929 | min_temperature=288.977 | max_temperature=458.494 | memory_usage.max=1727.88
step.max=517 | t_sim.max=0.00012925 | t_step.max=1.10241 | min_pressure=93.461 | max_pressure=476.915 | min_temperature=286.92 | max_temperature=458.49 | memory_usage.max=1727.88
step.max=518 | t_sim.max=0.0001295 | t_step.max=1.10042 | min_pressure=93.4094 | max_pressure=476.902 | min_temperature=285.157 | max_temperature=458.487 | memory_usage.max=1727.88
step.max=519 | t_sim.max=0.00012975 | t_step.max=1.10149 | min_pressure=94.1671 | max_pressure=476.888 | min_temperature=284.146 | max_temperature=458.484 | memory_usage.max=1731.75
step.max=520 | t_sim.max=0.00013 | t_step.max=1.10112 | min_pressure=96.0967 | max_pressure=476.874 | min_temperature=284.467 | max_temperature=458.481 | memory_usage.max=1731.75
step.max=521 | t_sim.max=0.00013025 | t_step.max=1.10041 | min_pressure=96.2376 | max_pressure=476.86 | min_temperature=286.729 | max_temperature=458.478 | memory_usage.max=1731.75
step.max=522 | t_sim.max=0.0001305 | t_step.max=1.10058 | min_pressure=95.2817 | max_pressure=476.847 | min_temperature=291.298 | max_temperature=458.475 | memory_usage.max=1735.75
step.max=523 | t_sim.max=0.00013075 | t_step.max=1.10042 | min_pressure=94.3563 | max_pressure=476.833 | min_temperature=290.021 | max_temperature=458.472 | memory_usage.max=1735.75
step.max=524 | t_sim.max=0.000131 | t_step.max=1.10076 | min_pressure=93.5999 | max_pressure=476.819 | min_temperature=287.92 | max_temperature=458.469 | memory_usage.max=1739.88
step.max=525 | t_sim.max=0.00013125 | t_step.max=1.1018 | min_pressure=93.2147 | max_pressure=476.806 | min_temperature=285.913 | max_temperature=458.466 | memory_usage.max=1739.88
step.max=526 | t_sim.max=0.0001315 | t_step.max=1.10064 | min_pressure=93.4671 | max_pressure=476.792 | min_temperature=284.39 | max_temperature=458.463 | memory_usage.max=1743.44
step.max=527 | t_sim.max=0.00013175 | t_step.max=1.10054 | min_pressure=94.6851 | max_pressure=476.779 | min_temperature=283.867 | max_temperature=458.46 | memory_usage.max=1743.44
step.max=528 | t_sim.max=0.000132 | t_step.max=1.10015 | min_pressure=96.6724 | max_pressure=476.765 | min_temperature=284.98 | max_temperature=458.457 | memory_usage.max=1746
step.max=529 | t_sim.max=0.00013225 | t_step.max=1.10051 | min_pressure=95.7291 | max_pressure=476.752 | min_temperature=288.253 | max_temperature=458.454 | memory_usage.max=1746
step.max=530 | t_sim.max=0.0001325 | t_step.max=1.10089 | min_pressure=94.7606 | max_pressure=476.738 | min_temperature=291.04 | max_temperature=458.451 | memory_usage.max=1746
step.max=531 | t_sim.max=0.00013275 | t_step.max=1.10036 | min_pressure=93.8755 | max_pressure=476.725 | min_temperature=288.976 | max_temperature=458.448 | memory_usage.max=1750.06
step.max=532 | t_sim.max=0.000133 | t_step.max=1.11603 | min_pressure=93.2409 | max_pressure=476.711 | min_temperature=286.85 | max_temperature=458.445 | memory_usage.max=1750.06
step.max=533 | t_sim.max=0.00013325 | t_step.max=1.09888 | min_pressure=93.0901 | max_pressure=476.698 | min_temperature=284.974 | max_temperature=458.442 | memory_usage.max=1753.5
step.max=534 | t_sim.max=0.0001335 | t_step.max=1.10012 | min_pressure=93.7211 | max_pressure=476.684 | min_temperature=283.803 | max_temperature=458.439 | memory_usage.max=1753.5
step.max=535 | t_sim.max=0.00013375 | t_step.max=1.09992 | min_pressure=95.4916 | max_pressure=476.671 | min_temperature=283.915 | max_temperature=458.436 | memory_usage.max=1756.69
step.max=536 | t_sim.max=0.000134 | t_step.max=1.09947 | min_pressure=96.1822 | max_pressure=476.657 | min_temperature=285.956 | max_temperature=458.433 | memory_usage.max=1756.69
step.max=537 | t_sim.max=0.00013425 | t_step.max=1.09992 | min_pressure=95.206 | max_pressure=476.644 | min_temperature=290.33 | max_temperature=458.43 | memory_usage.max=1756.69
step.max=538 | t_sim.max=0.0001345 | t_step.max=1.10024 | min_pressure=94.2459 | max_pressure=476.631 | min_temperature=290.036 | max_temperature=458.427 | memory_usage.max=1760.81
step.max=539 | t_sim.max=0.00013475 | t_step.max=1.1005 | min_pressure=93.4352 | max_pressure=476.617 | min_temperature=287.889 | max_temperature=458.424 | memory_usage.max=1760.81
step.max=540 | t_sim.max=0.000135 | t_step.max=1.10064 | min_pressure=92.973 | max_pressure=476.604 | min_temperature=285.801 | max_temperature=458.421 | memory_usage.max=1764.88
step.max=541 | t_sim.max=0.00013525 | t_step.max=1.09985 | min_pressure=93.124 | max_pressure=476.591 | min_temperature=284.154 | max_temperature=458.418 | memory_usage.max=1764.88
step.max=542 | t_sim.max=0.0001355 | t_step.max=1.10021 | min_pressure=94.2159 | max_pressure=476.578 | min_temperature=283.467 | max_temperature=458.416 | memory_usage.max=1764.88
step.max=543 | t_sim.max=0.00013575 | t_step.max=1.09988 | min_pressure=96.6269 | max_pressure=476.565 | min_temperature=284.378 | max_temperature=458.413 | memory_usage.max=1768.5
step.max=544 | t_sim.max=0.000136 | t_step.max=1.09943 | min_pressure=95.6707 | max_pressure=476.551 | min_temperature=287.46 | max_temperature=458.41 | memory_usage.max=1768.5
step.max=545 | t_sim.max=0.00013625 | t_step.max=1.10007 | min_pressure=94.6777 | max_pressure=476.538 | min_temperature=291.061 | max_temperature=458.407 | memory_usage.max=1772.62
step.max=546 | t_sim.max=0.0001365 | t_step.max=1.10009 | min_pressure=93.7532 | max_pressure=476.525 | min_temperature=288.969 | max_temperature=458.404 | memory_usage.max=1772.62
step.max=547 | t_sim.max=0.00013675 | t_step.max=1.09953 | min_pressure=93.0599 | max_pressure=476.512 | min_temperature=286.786 | max_temperature=458.401 | memory_usage.max=1772.62
step.max=548 | t_sim.max=0.000137 | t_step.max=1.10449 | min_pressure=92.8291 | max_pressure=476.499 | min_temperature=284.818 | max_temperature=458.398 | memory_usage.max=1776.75
step.max=549 | t_sim.max=0.00013725 | t_step.max=1.10001 | min_pressure=93.3584 | max_pressure=476.486 | min_temperature=283.518 | max_temperature=458.395 | memory_usage.max=1778.69
step.max=550 | t_sim.max=0.0001375 | t_step.max=1.21476 | min_pressure=95.0056 | max_pressure=476.473 | min_temperature=283.466 | max_temperature=458.392 | memory_usage.max=1780
step.max=551 | t_sim.max=0.00013775 | t_step.max=1.09842 | min_pressure=96.1402 | max_pressure=476.46 | min_temperature=285.324 | max_temperature=458.389 | memory_usage.max=1788.06
step.max=552 | t_sim.max=0.000138 | t_step.max=1.09826 | min_pressure=95.1471 | max_pressure=476.447 | min_temperature=289.54 | max_temperature=458.387 | memory_usage.max=1788.06
step.max=553 | t_sim.max=0.00013825 | t_step.max=1.09881 | min_pressure=94.1583 | max_pressure=476.434 | min_temperature=290.044 | max_temperature=458.384 | memory_usage.max=1788.06
step.max=554 | t_sim.max=0.0001385 | t_step.max=1.09835 | min_pressure=93.3038 | max_pressure=476.42 | min_temperature=287.86 | max_temperature=458.381 | memory_usage.max=1788.06
step.max=555 | t_sim.max=0.00013875 | t_step.max=1.10224 | min_pressure=92.7793 | max_pressure=476.407 | min_temperature=285.705 | max_temperature=458.378 | memory_usage.max=1788.06
step.max=556 | t_sim.max=0.000139 | t_step.max=1.0994 | min_pressure=92.8489 | max_pressure=476.395 | min_temperature=283.958 | max_temperature=458.375 | memory_usage.max=1792.69
step.max=557 | t_sim.max=0.00013925 | t_step.max=1.09909 | min_pressure=93.8414 | max_pressure=476.382 | min_temperature=283.14 | max_temperature=458.372 | memory_usage.max=1792.69
step.max=558 | t_sim.max=0.0001395 | t_step.max=1.09938 | min_pressure=96.1499 | max_pressure=476.369 | min_temperature=283.888 | max_temperature=458.369 | memory_usage.max=1792.69
step.max=559 | t_sim.max=0.00013975 | t_step.max=1.09943 | min_pressure=95.6338 | max_pressure=476.356 | min_temperature=286.817 | max_temperature=458.367 | memory_usage.max=1795.94
step.max=560 | t_sim.max=0.00014 | t_step.max=1.09963 | min_pressure=94.6197 | max_pressure=476.343 | min_temperature=291.081 | max_temperature=458.364 | memory_usage.max=1795.94
step.max=561 | t_sim.max=0.00014025 | t_step.max=1.09989 | min_pressure=93.6627 | max_pressure=476.33 | min_temperature=288.964 | max_temperature=458.361 | memory_usage.max=1800.06
step.max=562 | t_sim.max=0.0001405 | t_step.max=1.09887 | min_pressure=92.9218 | max_pressure=476.317 | min_temperature=286.734 | max_temperature=458.358 | memory_usage.max=1800.06
step.max=563 | t_sim.max=0.00014075 | t_step.max=1.10171 | min_pressure=92.627 | max_pressure=476.304 | min_temperature=284.691 | max_temperature=458.355 | memory_usage.max=1800.06
step.max=564 | t_sim.max=0.000141 | t_step.max=1.10082 | min_pressure=93.0755 | max_pressure=476.291 | min_temperature=283.287 | max_temperature=458.352 | memory_usage.max=1800.06
step.max=565 | t_sim.max=0.00014125 | t_step.max=1.10023 | min_pressure=94.6259 | max_pressure=476.278 | min_temperature=283.104 | max_temperature=458.35 | memory_usage.max=1803.94
